config,block,h,q0,p,r_fallback,sigma,silent_penalty,stream,price,policy,mean_tokens,rel_to_ours_noinflate,mean_final_library,mean_max_library,mean_n_compiles,mean_program_deaths,mean_silent_failures,mean_use_failures,mean_wasted_tax,mean_tax_share,cheapest_policy,best_vs_naive
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,autorpa_233k,oracle_tax,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.667047
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,autorpa_233k,offline_taxblind,19497801224.0,1.0,,,,,,,,,always_reactive,0.667047
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,autorpa_233k,offline_opt_tax,19497801224.0,1.0,,,,,,,,,always_reactive,0.667047
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,always_reactive,19497801224.0,1.187415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,always_compile_evict,16411116859.7,0.999436,7.1,24.6,50753.3,14096.3,27785.5,92624.1,48745.4,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,ours_evict,19415763580.6,1.182419,0.0,7.8,3422.6,520.3,1013.6,3381.4,2522.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,ours_noinflate,16420381563.6,1.0,6.6,24.5,49963.5,14013.5,27625.3,92092.4,48142.8,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,oracle_tax,19475744617.3,1.186071,12.7,17.5,361.7,97.7,176.8,613.9,284.2,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,offline_taxblind,15568791354.128,0.948138,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,bpi2019,native,offline_opt_tax,15771303696.318,0.960471,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,always_compile_evict,91942939.5,1.192498,12.1,12.8,69.4,5.7,12.4,40.7,68.3,0.01,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,ours_noinflate,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,oracle_tax,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,offline_taxblind,77101119.0,1.0,,,,,,,,,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,autorpa_233k,offline_opt_tax,77101119.0,1.0,,,,,,,,,always_reactive,0.838576
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,always_reactive,77101119.0,1.007756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,always_compile_evict,76679282.5,1.002242,8.2,10.1,69.4,5.7,12.4,40.7,58.2,0.011,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,ours_evict,76865863.4,1.004681,2.8,4.5,26.0,2.4,5.2,18.6,20.4,0.007,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,ours_noinflate,76507742.1,1.0,6.1,7.8,49.7,5.3,10.9,36.2,39.3,0.009,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,oracle_tax,76410497.0,0.998729,4.1,5.5,33.9,4.8,10.4,33.4,25.9,0.009,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,offline_taxblind,75195443.73,0.982848,,,,,,,,,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,sepsis,native,offline_opt_tax,75891085.08,0.99194,,,,,,,,,ours_noinflate,0.997763
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,always_compile_evict,7310999545.3,1.389549,24.5,56.6,13084.4,3746.6,7324.1,24566.2,12971.2,0.02,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,ours_noinflate,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,oracle_tax,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,offline_taxblind,5261420180.0,1.0,,,,,,,,,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,autorpa_233k,offline_opt_tax,5261420180.0,1.0,,,,,,,,,always_reactive,0.719658
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,always_reactive,5261420180.0,1.207376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,always_compile_evict,4355913846.7,0.999583,3.5,18.0,13084.4,3746.6,7324.1,24566.2,12546.2,0.012,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,ours_evict,5242019603.8,1.202924,0.0,7.2,630.9,105.9,214.3,703.0,472.5,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,ours_noinflate,4357731573.5,1.0,3.3,17.4,12967.9,3731.6,7289.0,24453.3,12448.4,0.011,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,oracle_tax,5231726605.2,1.200562,2.5,3.4,330.7,100.5,199.6,659.5,265.3,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,offline_taxblind,4174145101.599,0.957871,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_A,native,offline_opt_tax,4196103988.875,0.96291,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,always_reactive,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,always_compile_evict,9720294894.5,1.318307,113.7,128.8,8515.1,1583.2,3044.0,10182.4,8488.4,0.085,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,ours_evict,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,ours_noinflate,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,oracle_tax,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,offline_taxblind,7373315056.0,1.0,,,,,,,,,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,autorpa_233k,offline_opt_tax,7373315056.0,1.0,,,,,,,,,always_reactive,0.758548
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,always_reactive,7373315056.0,1.028203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,always_compile_evict,7170590655.7,0.999933,12.5,25.6,8515.1,1583.2,3044.0,10182.4,7391.3,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,ours_evict,7341602330.9,1.023781,1.5,10.3,2892.1,353.6,674.6,2266.3,2243.8,0.008,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,ours_noinflate,7171067955.4,1.0,12.8,24.9,7965.3,1529.2,2944.8,9842.6,6955.7,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,oracle_tax,7369292545.8,1.027642,3.6,5.4,85.4,21.2,40.4,136.1,66.9,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,offline_taxblind,6949677702.816,0.969127,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0.3,D_sigma,0.1,0.4,0.3,1.0,0.3,3.0,wiki_B,native,offline_opt_tax,6994814051.615,0.975422,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,always_compile_evict,28950610711.1,1.484814,64.9,110.0,66813.4,19033.1,0.0,87459.7,66679.7,0.064,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,ours_evict,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,ours_noinflate,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,oracle_tax,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,offline_taxblind,19497801224.0,1.0,,,,,,,,,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,offline_opt_tax,19497801224.0,1.0,,,,,,,,,always_reactive,0.673485
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,always_reactive,19497801224.0,1.52357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,always_compile_evict,12788976816.1,0.999339,4.7,22.7,66813.4,19033.1,0.0,87459.7,63786.4,0.022,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,ours_evict,19213943264.2,1.501389,0.2,8.3,5233.6,932.1,0.0,4287.5,3741.0,0.006,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,ours_noinflate,12797441821.9,1.0,4.7,22.9,66534.7,18997.2,0.0,87303.1,63586.6,0.022,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,oracle_tax,19405032505.6,1.516321,24.2,28.8,998.4,279.8,0.0,1260.4,825.3,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,offline_taxblind,10755097226.048,0.84041,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,bpi2019,native,offline_opt_tax,10955795863.172,0.856093,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,always_compile_evict,91129549.6,1.181948,11.4,12.0,73.6,8.2,0.0,39.8,69.7,0.01,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,ours_noinflate,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,oracle_tax,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,offline_taxblind,77101119.0,1.0,,,,,,,,,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,offline_opt_tax,77101119.0,1.0,,,,,,,,,always_reactive,0.846061
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,always_reactive,77101119.0,1.028667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,always_compile_evict,74951992.9,0.999994,7.9,9.6,73.6,8.2,0.0,39.8,54.6,0.01,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,ours_evict,75811917.7,1.011467,5.8,7.1,53.0,5.4,0.0,28.3,38.6,0.009,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,ours_noinflate,74952442.7,1.0,7.7,9.3,73.1,8.1,0.0,39.3,54.2,0.01,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,oracle_tax,74851838.2,0.998658,6.0,7.2,47.0,7.4,0.0,35.4,34.3,0.009,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,offline_taxblind,70101262.956,0.935277,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,sepsis,native,offline_opt_tax,71344569.758,0.951865,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,always_compile_evict,7250488641.1,1.378048,22.2,53.2,17364.1,5043.7,0.0,23192.4,17032.6,0.019,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,ours_noinflate,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,oracle_tax,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,offline_taxblind,5261420180.0,1.0,,,,,,,,,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,offline_opt_tax,5261420180.0,1.0,,,,,,,,,always_reactive,0.725664
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,always_reactive,5261420180.0,1.561311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,always_compile_evict,3369260897.2,0.999819,2.9,17.3,17364.1,5043.7,0.0,23192.4,16407.3,0.014,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,ours_evict,5198802038.9,1.54273,0.0,8.2,994.4,193.5,0.0,886.8,713.7,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,ours_noinflate,3369872456.3,1.0,2.9,17.3,17355.2,5041.7,0.0,23184.6,16398.5,0.014,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,oracle_tax,5131224085.8,1.522676,4.7,6.2,1089.5,318.3,0.0,1442.9,917.2,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,offline_taxblind,2862830216.628,0.849537,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_A,native,offline_opt_tax,2884256842.064,0.855895,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,always_reactive,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,always_compile_evict,9625070641.8,1.305393,104.6,118.5,10149.8,2137.0,0.0,9645.5,10042.3,0.078,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,ours_evict,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,ours_noinflate,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,oracle_tax,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,offline_taxblind,7373315056.0,1.0,,,,,,,,,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,autorpa_233k,offline_opt_tax,7373315056.0,1.0,,,,,,,,,always_reactive,0.766053
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,always_reactive,7373315056.0,1.087275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,always_compile_evict,6781065300.4,0.999941,11.0,24.3,10149.8,2137.0,0.0,9645.5,8521.9,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,ours_evict,7216094850.8,1.064091,1.8,11.4,4267.5,632.5,0.0,2873.6,3128.1,0.009,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,ours_noinflate,6781464577.2,1.0,11.0,24.3,10137.3,2134.8,0.0,9636.2,8512.7,0.019,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,oracle_tax,7353520769.7,1.084356,18.5,20.8,325.8,74.9,0.0,330.5,264.3,0.006,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,offline_taxblind,6263195826.51,0.923576,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=1/sig=0,A_core,0.1,0.4,0.3,1.0,0.0,1.0,wiki_B,native,offline_opt_tax,6310127631.553,0.930496,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=0.3/r=2.2/sig=0,C_rfb,0.1,0.4,0.3,2.2,0.0,1.0,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.525962
h=0.1/q0=0.4/p=0.3/r=2.2/sig=0,C_rfb,0.1,0.4,0.3,2.2,0.0,1.0,bpi2019,autorpa_233k,always_compile_evict,37070754560.535,1.901279,64.9,110.0,66813.4,19033.1,0.0,87459.7,66813.4,0.05,always_reactive,0.525962
