config,block,h,q0,p,r_fallback,sigma,silent_penalty,stream,price,policy,mean_tokens,rel_to_ours_noinflate,mean_final_library,mean_max_library,mean_n_compiles,mean_program_deaths,mean_silent_failures,mean_use_failures,mean_wasted_tax,mean_tax_share,cheapest_policy,best_vs_naive
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,autorpa_233k,offline_opt_tax,4083753358.453,0.983992,,,,,,,,,ours_evict,0.993896
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,always_reactive,5261420180.0,1.957334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,always_compile_evict,2688054382.0,1.0,3.8,12.4,6543.9,6259.2,0.0,28790.1,5302.6,0.016,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,ours_evict,2688054382.0,1.0,3.8,12.4,6543.9,6259.2,0.0,28790.1,5302.6,0.016,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,ours_noinflate,2688054382.0,1.0,3.8,12.4,6543.9,6259.2,0.0,28790.1,5302.6,0.016,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,oracle_tax,5060443542.5,1.882567,10.9,11.4,479.5,468.6,0.0,2118.1,260.2,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,offline_taxblind,2584536911.381,0.96149,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_A,native,offline_opt_tax,2599517242.285,0.967063,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,always_reactive,7373315056.0,0.978806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,always_compile_evict,7735089381.7,1.026832,58.5,76.8,4417.2,2859.2,0.0,12928.8,4241.3,0.062,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,ours_evict,7532966741.5,1.0,48.5,65.8,3276.7,2342.0,0.0,10615.1,3130.3,0.049,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,ours_noinflate,7532966741.5,1.0,48.5,65.8,3276.7,2342.0,0.0,10615.1,3130.3,0.049,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,oracle_tax,7369080729.5,0.978244,3.8,6.0,43.2,39.4,0.0,178.0,25.5,0.005,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,offline_taxblind,7009525478.997,0.930513,,,,,,,,,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,autorpa_233k,offline_opt_tax,7124970864.764,0.945839,,,,,,,,,always_reactive,0.953229
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,always_reactive,7373315056.0,1.157964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,always_compile_evict,6367482425.2,1.0,3.7,14.0,4417.2,2859.2,0.0,12928.8,1345.0,0.012,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,ours_evict,6367482425.2,1.0,3.7,14.0,4417.2,2859.2,0.0,12928.8,1345.0,0.012,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,ours_noinflate,6367482425.2,1.0,3.7,14.0,4417.2,2859.2,0.0,12928.8,1345.0,0.012,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,oracle_tax,7340775610.3,1.152854,61.3,61.9,174.7,113.4,0.0,509.0,68.3,0.006,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,offline_taxblind,4492307465.063,0.705508,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=1/sig=0,A_core,0.1,0.4,1.0,1.0,0.0,1.0,wiki_B,native,offline_opt_tax,4507664897.301,0.707919,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,always_compile_evict,26673134953.291,1.368007,42.1,69.4,25427.8,23721.6,0.0,109003.5,25427.8,0.039,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,ours_evict,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,ours_noinflate,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,oracle_tax,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,offline_taxblind,19497801224.0,1.0,,,,,,,,,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,autorpa_233k,offline_opt_tax,19497801224.0,1.0,,,,,,,,,always_reactive,0.73099
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,always_compile_evict,20281909899.896,1.040215,3.8,17.3,25427.8,23721.6,0.0,109003.5,25427.8,0.01,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,ours_evict,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,ours_noinflate,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,oracle_tax,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,offline_taxblind,19497801224.0,1.0,,,,,,,,,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,bpi2019,native,offline_opt_tax,19497801224.0,1.0,,,,,,,,,always_reactive,0.96134
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,always_compile_evict,86507743.76,1.122004,16.9,18.5,36.6,12.8,0.0,64.2,36.6,0.015,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,ours_noinflate,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,oracle_tax,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,offline_taxblind,77101119.0,1.0,,,,,,,,,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,autorpa_233k,offline_opt_tax,77101119.0,1.0,,,,,,,,,always_reactive,0.891263
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,always_compile_evict,77975273.26,1.011338,3.2,9.4,36.6,12.8,0.0,64.2,36.6,0.01,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,ours_noinflate,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,oracle_tax,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,offline_taxblind,77101119.0,1.0,,,,,,,,,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,sepsis,native,offline_opt_tax,77101119.0,1.0,,,,,,,,,always_reactive,0.988789
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,always_compile_evict,6945215148.379,1.320027,9.1,41.6,6543.9,6259.2,0.0,28790.1,6543.9,0.015,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,ours_noinflate,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,oracle_tax,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,offline_taxblind,5261420180.0,1.0,,,,,,,,,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,autorpa_233k,offline_opt_tax,5261420180.0,1.0,,,,,,,,,always_reactive,0.75756
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,always_compile_evict,5457592824.879,1.037285,3.8,12.4,6543.9,6259.2,0.0,28790.1,6543.9,0.008,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,ours_noinflate,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,oracle_tax,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,offline_taxblind,5261420180.0,1.0,,,,,,,,,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_A,native,offline_opt_tax,5261420180.0,1.0,,,,,,,,,always_reactive,0.964055
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,always_reactive,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,always_compile_evict,8878272798.46,1.204109,58.5,76.8,4417.2,2859.2,0.0,12928.8,4417.2,0.054,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,ours_evict,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,ours_noinflate,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,oracle_tax,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,offline_taxblind,7373315056.0,1.0,,,,,,,,,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,autorpa_233k,offline_opt_tax,7373315056.0,1.0,,,,,,,,,always_reactive,0.83049
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,always_reactive,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,always_compile_evict,7510665841.96,1.018628,3.7,14.0,4417.2,2859.2,0.0,12928.8,4417.2,0.01,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,ours_evict,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,ours_noinflate,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,oracle_tax,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,offline_taxblind,7373315056.0,1.0,,,,,,,,,always_reactive,0.981713
h=0.1/q0=0.4/p=1/r=2.2/sig=0,C_rfb,0.1,0.4,1.0,2.2,0.0,1.0,wiki_B,native,offline_opt_tax,7373315056.0,1.0,,,,,,,,,always_reactive,0.981713
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,always_compile_evict,31600406898.3,1.620716,64.9,110.0,66813.4,19033.1,0.0,121702.1,66751.0,0.059,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,ours_evict,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,ours_noinflate,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,oracle_tax,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,offline_taxblind,19497801224.0,1.0,,,,,,,,,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,autorpa_233k,offline_opt_tax,19497801224.0,1.0,,,,,,,,,always_reactive,0.617011
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,always_reactive,19497801224.0,1.262342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,always_compile_evict,15438773003.3,0.999549,4.7,22.7,66813.4,19033.1,0.0,121702.1,64290.6,0.019,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,ours_evict,19365247153.6,1.25376,0.1,7.6,4601.9,815.4,0.0,5186.7,3318.4,0.005,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,ours_noinflate,15445738367.7,1.0,5.2,23.1,66334.5,18972.9,0.0,121319.1,63946.2,0.019,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,oracle_tax,19462729749.6,1.260071,14.7,21.1,621.4,175.1,0.0,1075.8,504.8,0.005,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,offline_taxblind,14127656440.401,0.914664,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,bpi2019,native,offline_opt_tax,14327823607.298,0.927623,,,,,,,,,always_compile_evict,1.0
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,always_compile_evict,92422689.5,1.19872,11.4,12.0,73.6,8.2,0.0,57.3,71.5,0.01,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,ours_noinflate,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,oracle_tax,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,offline_taxblind,77101119.0,1.0,,,,,,,,,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,autorpa_233k,offline_opt_tax,77101119.0,1.0,,,,,,,,,always_reactive,0.834223
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,always_reactive,77101119.0,1.01236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,always_compile_evict,76245132.8,1.001121,7.9,9.6,73.6,8.2,0.0,57.3,57.7,0.01,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,ours_evict,76659684.4,1.006564,4.8,6.4,40.0,3.9,0.0,32.0,30.4,0.008,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,ours_noinflate,76159758.0,1.0,7.1,8.9,65.1,7.8,0.0,54.6,50.2,0.01,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,oracle_tax,76055729.9,0.998634,4.3,5.7,40.6,6.7,0.0,48.3,30.4,0.009,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,offline_taxblind,73959504.128,0.97111,,,,,,,,,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,sepsis,native,offline_opt_tax,74901996.233,0.983485,,,,,,,,,ours_noinflate,0.99888
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.659427
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,always_compile_evict,7978773085.6,1.516468,22.2,53.2,17364.1,5043.7,0.0,32269.0,17206.6,0.017,always_reactive,0.659427
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.659427
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,ours_noinflate,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.659427
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,oracle_tax,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,always_reactive,0.659427
h=0.1/q0=0.6/p=0.3/r=1/sig=0,B_q0,0.1,0.6,0.3,1.0,0.0,1.0,wiki_A,autorpa_233k,offline_taxblind,5261420180.0,1.0,,,,,,,,,always_reactive,0.659427
