config,block,h,q0,p,r_fallback,sigma,silent_penalty,c_fail_mult,stream,price,policy,mean_tokens,rel_to_ours_noinflate,mean_final_library,mean_max_library,mean_n_compiles,mean_program_deaths,mean_silent_failures,mean_use_failures,mean_wasted_tax,mean_tax_share,mean_failed_attempts,mean_failed_tokens,cheapest_policy,best_vs_naive
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,bpi2019,native,offline_taxblind,8913952581.231,0.896993,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,bpi2019,native,offline_opt_tax,9132554987.148,0.91899,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,always_reactive,77101119.0,0.973643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,always_compile_evict,87451008.8,1.104342,12.7,13.2,60.3,2.3,0.0,39.7,55.6,0.011,44.2,10298600.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,ours_noinflate,79188313.4,1.0,3.2,3.2,13.8,0.5,0.0,13.2,11.0,0.006,10.1,2353300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,oracle_tax,77234103.6,0.975322,1.5,1.8,7.7,0.7,0.0,18.1,5.7,0.007,5.5,1281500.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,ours_spend_cap,79201305.0,1.000164,3.2,3.2,13.8,0.5,0.0,13.0,11.1,0.006,10.1,2353300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,ours_pi_prior,79342688.4,1.001949,2.8,2.9,14.5,0.6,0.0,14.0,12.0,0.006,11.1,2586300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,ours_both,79355680.0,1.002114,2.8,2.9,14.5,0.6,0.0,13.8,12.1,0.006,11.1,2586300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,breakeven,78745270.5,0.994405,1.9,2.4,9.7,0.5,0.0,7.4,8.7,0.006,7.1,1654300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,breakeven_cap,78745270.5,0.994405,1.9,2.4,9.7,0.5,0.0,7.4,8.7,0.006,7.1,1654300.0,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,offline_taxblind,76605935.55,0.967389,,,,,,,,,,,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,autorpa_233k,offline_opt_tax,76766289.472,0.969414,,,,,,,,,,,always_reactive,0.881649
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,always_reactive,77101119.0,1.039441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,always_compile_evict,74175538.0,1.0,8.7,10.4,60.3,2.3,0.0,39.7,44.3,0.011,44.2,643065.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,ours_noinflate,74175538.0,1.0,8.7,10.4,60.3,2.3,0.0,39.7,44.3,0.011,44.2,643065.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,oracle_tax,74091428.8,0.998866,7.4,8.0,34.9,2.1,0.0,36.0,25.5,0.01,25.4,369544.6,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,ours_spend_cap,74175538.0,1.0,8.7,10.4,60.3,2.3,0.0,39.7,44.3,0.011,44.2,643065.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,ours_pi_prior,74177606.5,1.000028,8.6,10.0,59.9,2.2,0.0,39.2,44.1,0.011,44.0,640156.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,ours_both,74177606.5,1.000028,8.6,10.0,59.9,2.2,0.0,39.2,44.1,0.011,44.0,640156.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,breakeven,75980473.6,1.024333,5.5,7.0,57.8,1.4,0.0,19.4,42.7,0.009,42.6,619787.4,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,breakeven_cap,75980473.6,1.024333,5.5,7.0,57.8,1.4,0.0,19.4,42.7,0.009,42.6,619787.4,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,offline_taxblind,67243848.555,0.90655,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,sepsis,native,offline_opt_tax,68638032.35,0.925346,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.385172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,always_compile_evict,3734579462.6,0.983202,28.4,64.1,4728.3,1203.4,0.0,24431.5,4196.3,0.046,3310.9,771439700.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,ours_noinflate,3798386365.1,1.0,17.0,39.5,3920.7,1064.3,0.0,21628.3,3464.0,0.029,2746.6,639957800.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,oracle_tax,4649799978.5,1.224151,6.9,9.4,1218.0,353.9,0.0,7180.5,1032.2,0.008,857.2,199727600.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,ours_spend_cap,5236842045.7,1.378702,12.3,36.2,702.1,117.9,0.0,2340.4,599.7,0.018,492.6,114775800.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,ours_pi_prior,3873456803.2,1.019764,15.5,35.6,3684.1,1001.5,0.0,20330.8,3261.3,0.026,2581.6,601512800.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,ours_both,5249939161.3,1.38215,12.1,31.8,630.4,102.9,0.0,2009.7,541.5,0.016,442.3,103055900.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,breakeven,4876893955.4,1.283938,0.6,7.8,1405.2,342.2,0.0,6914.9,1164.8,0.007,985.0,229505000.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,breakeven_cap,5240251337.7,1.379599,0.4,7.1,427.5,60.1,0.0,1180.7,351.7,0.006,300.9,70109700.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,offline_taxblind,3376375109.791,0.888897,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,autorpa_233k,offline_opt_tax,3417586137.213,0.899747,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,always_reactive,5261420180.0,2.034032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,always_compile_evict,2586437519.8,0.9999,3.8,20.1,4728.3,1203.4,0.0,24431.5,3924.8,0.021,3310.9,48170284.1,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,ours_noinflate,2586694995.7,1.0,3.8,20.1,4726.2,1203.3,0.0,24428.1,3923.1,0.021,3309.2,48145550.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,oracle_tax,4178554298.2,1.615403,17.3,17.9,1564.0,446.0,0.0,9073.5,1310.3,0.013,1100.7,16014084.3,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,ours_spend_cap,4091694574.4,1.581823,2.0,20.1,2587.0,564.3,0.0,11305.0,1954.2,0.012,1811.3,26352603.7,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,ours_pi_prior,2587418642.1,1.00028,3.8,20.2,4716.3,1202.8,0.0,24415.9,3916.0,0.021,3302.2,48043707.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,ours_both,4092388337.5,1.582092,1.9,20.2,2577.3,563.8,0.0,11292.7,1947.3,0.012,1804.5,26253670.5,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,breakeven,4557349608.6,1.761843,0.0,6.0,1912.7,352.4,0.0,7149.9,1465.1,0.006,1339.2,19484020.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,breakeven_cap,4905243324.3,1.896336,0.0,6.0,1310.9,170.6,0.0,3460.5,936.7,0.006,920.2,13387989.8,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,offline_taxblind,2371389641.891,0.916764,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_A,native,offline_opt_tax,2394746466.872,0.925794,,,,,,,,,,,always_compile_evict,1.0
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,always_reactive,7373315056.0,0.942586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,always_compile_evict,8484608378.3,1.084651,136.2,152.6,5263.7,498.1,0.0,10039.6,5111.8,0.115,3688.1,859327300.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,ours_noinflate,7822432847.9,1.0,106.0,118.3,2900.1,358.6,0.0,7284.0,2800.0,0.077,2035.2,474201600.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,oracle_tax,7339272948.9,0.938234,8.5,11.7,149.5,35.9,0.0,715.0,121.2,0.007,105.1,24488300.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,ours_spend_cap,7942559746.5,1.015357,91.7,104.9,2377.4,225.7,0.0,4539.7,2291.4,0.068,1669.1,388900300.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,ours_pi_prior,7776073252.7,0.994074,95.4,105.6,2634.9,328.9,0.0,6696.9,2549.2,0.071,1850.9,431259700.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,ours_both,7884947629.9,1.007992,81.5,92.2,2141.2,204.3,0.0,4109.4,2065.1,0.062,1504.6,350571800.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,breakeven,7517698358.0,0.961044,3.9,11.6,896.1,49.1,0.0,971.0,831.3,0.01,629.5,146673500.0,always_reactive,0.869022
h=0.02/q0=0.4/p=0.3/r=1/sig=0/cf=1,A_core,0.02,0.4,0.3,1.0,0.0,1.0,1.0,wiki_B,autorpa_233k,breakeven_cap,7518814533.1,0.961186,3.7,11.7,860.0,44.2,0.0,865.8,800.5,0.01,605.5,141081500.0,always_reactive,0.869022
