config,p,q0,lifetime,stream,price,policy,mean_tokens,rel_to_ours_evict,mean_final_library,mean_max_library,mean_n_compiles,mean_wasted_compiles,mean_wasted_compiles_tax,mean_wasted_tax_tokens,mean_tax_share,cheapest_policy
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,always_compile_evict,9215567208.5,1.246982,233.5,239.2,6663.4,6329.8,6582.9,1083910345.7,0.141521,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,always_compile_evict_abandon,8492087250.5,1.149086,97.0,104.3,3661.0,3529.9,3633.8,503939827.3,0.068782,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,on_second,11057316345.0,1.496194,662.6,662.6,6663.4,6329.8,6640.1,2957798580.1,0.284493,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,ours_evict,7390294664.4,1.0,5.1,6.9,173.0,163.9,170.3,11151067.2,0.007863,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,oracle_tax,7046993185.0,0.953547,16.2,16.2,169.6,153.4,153.4,0.0,0.021653,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,offline_taxblind,6756718676.0,0.914269,,,,,,,,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,autorpa_233k,offline_opt_tax,6984318691.78,0.945066,,,,,,,,always_reactive
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,always_reactive,7373315056.0,1.026356,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,always_compile_evict,6752009481.6,0.939871,38.1,53.8,6663.4,6000.8,6060.6,5722835.3,0.043879,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,always_compile_evict_abandon,7227549569.8,1.006065,11.1,20.3,3661.0,3306.0,3345.4,3455925.2,0.016543,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,on_second,9601689951.6,1.336543,662.6,662.6,6663.4,6000.8,6630.8,2942572997.0,0.327614,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,ours_evict,7183975410.5,1.0,15.3,23.7,3097.9,2796.9,2839.3,4219815.6,0.018972,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,oracle_tax,6999621569.7,0.974338,42.1,42.1,432.5,390.4,390.4,0.0,0.032755,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,offline_taxblind,6230102396.8,0.867222,,,,,,,,always_compile_evict
p=0.1/q0=0.4/life=50,0.1,0.4,50,wiki_B,native,offline_opt_tax,6417639331.115,0.893327,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.05039,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,always_compile_evict,8211662927.8,0.44238,99.5,153.4,4453.6,3668.0,4178.2,1513385519.1,0.329349,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,always_compile_evict_abandon,12598836757.8,0.678727,70.1,108.8,3502.4,2926.4,3303.0,1065509199.3,0.155002,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,on_second,22160642062.8,1.193843,1336.1,1336.1,4453.6,3668.0,4364.5,15471833868.4,0.751468,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,ours_evict,18562445660.7,1.0,0.3,2.2,133.0,118.5,119.2,42942.9,0.005413,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,oracle_tax,7025839338.5,0.378498,97.8,97.8,324.8,227.0,227.0,0.0,0.176584,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,offline_taxblind,4998819414.797,0.269297,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,autorpa_233k,offline_opt_tax,6303965992.224,0.339609,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,always_reactive,19497801224.0,2.554257,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,always_compile_evict,4910164557.3,0.643243,8.0,28.2,4453.6,3117.5,3117.5,0.0,0.076553,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,always_compile_evict_abandon,10229975446.3,1.340151,5.8,21.3,3502.4,2447.1,2447.1,0.0,0.029131,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,on_second,21187748689.2,2.775644,1336.1,1336.1,4453.6,3117.5,4360.6,15466912870.5,0.785975,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,ours_evict,7633452639.1,1.0,6.6,24.0,3728.2,2607.0,2607.0,0.0,0.044364,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,oracle_tax,6956563499.7,0.911326,112.8,112.8,369.7,256.9,256.9,0.0,0.182469,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,offline_taxblind,4051924376.425,0.530811,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,bpi2019,native,offline_opt_tax,4275276411.491,0.560071,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,always_compile_evict,84279343.8,1.093101,13.5,13.8,55.3,49.4,49.6,253680.7,0.011585,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,always_compile_evict_abandon,83824411.0,1.087201,11.0,11.3,45.5,41.8,42.0,249613.0,0.01027,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,on_second,84316253.4,1.09358,14.7,14.7,55.3,49.4,49.6,283237.5,0.012018,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,oracle_tax,75734999.1,0.982281,3.0,3.0,10.5,7.5,7.5,0.0,0.008167,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,offline_taxblind,74276661.743,0.963367,,,,,,,,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,autorpa_233k,offline_opt_tax,74720260.528,0.96912,,,,,,,,always_reactive
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,always_reactive,77101119.0,1.059221,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,always_compile_evict,72089839.9,0.990376,9.2,11.0,55.3,40.6,40.6,0.0,0.012,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,always_compile_evict_abandon,73784644.9,1.013659,6.9,8.7,45.5,33.3,33.3,0.0,0.010295,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,on_second,72235913.1,0.992382,14.7,14.7,55.3,40.6,41.1,22322.3,0.014,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,ours_evict,72790405.7,1.0,8.0,9.8,48.3,35.1,35.1,0.0,0.011183,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,oracle_tax,72127692.0,0.990896,10.0,10.0,36.5,26.5,26.5,0.0,0.011814,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,offline_taxblind,54176421.157,0.74428,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,sepsis,native,offline_opt_tax,55630524.601,0.764256,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.017153,0.0,0.0,0.0,0.0,0.0,0.0,0.004586,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,always_compile_evict,1494199830.8,0.288863,30.6,72.5,755.3,610.5,667.9,99698307.8,0.125984,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,always_compile_evict_abandon,2991121114.4,0.578252,22.1,53.3,584.7,478.9,523.4,73954562.5,0.051491,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,on_second,2079253318.0,0.401967,225.4,225.4,755.3,610.5,712.1,566919671.5,0.371837,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,ours_evict,5172691729.4,1.0,0.0,1.9,26.0,18.7,19.8,12376.0,0.004874,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,oracle_tax,1494319400.2,0.288886,41.5,41.5,143.2,101.7,101.7,0.0,0.131298,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,offline_taxblind,1227462064.363,0.237297,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,autorpa_233k,offline_opt_tax,1320362443.703,0.255256,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,always_reactive,5261420180.0,2.175603,0.0,0.0,0.0,0.0,0.0,0.0,0.004586,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,always_compile_evict,1198609508.5,0.495626,4.0,21.2,755.3,529.9,529.9,0.0,0.048092,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,always_compile_evict_abandon,2767374756.2,1.144312,2.2,15.5,584.7,407.0,407.0,0.0,0.018372,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,on_second,1914257277.7,0.791547,225.4,225.4,755.3,529.9,709.6,562741606.7,0.403878,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,ours_evict,2418373267.9,1.0,2.8,17.3,646.3,450.7,450.7,0.0,0.024395,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,oracle_tax,1463820390.6,0.605291,50.2,50.2,174.8,124.6,124.6,0.0,0.148894,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,offline_taxblind,1058101385.0,0.437526,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_A,native,offline_opt_tax,1082002478.584,0.447409,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,always_reactive,7373315056.0,1.003336,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,always_compile_evict,7720569542.5,1.050589,147.1,165.3,3781.9,3209.3,3600.0,739966336.2,0.136717,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,always_compile_evict_abandon,7768699881.5,1.057139,105.7,120.8,3094.4,2665.7,2965.9,557163015.5,0.101059,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,on_second,12068450352.5,1.642234,1134.3,1134.3,3781.9,3209.3,3739.0,5094252527.0,0.447711,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,ours_evict,7348798475.4,1.0,0.0,1.3,14.0,10.3,10.6,7771.4,0.005091,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,oracle_tax,6796833138.8,0.92489,43.4,43.4,139.4,96.0,96.0,0.0,0.046068,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,offline_taxblind,6145468535.47,0.836255,,,,,,,,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,autorpa_233k,offline_opt_tax,6614495042.372,0.900078,,,,,,,,ours_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,always_reactive,7373315056.0,1.172094,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,always_compile_evict,6000217943.5,0.953821,15.4,30.4,3781.9,2647.6,2647.6,0.0,0.026887,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,always_compile_evict_abandon,6431071541.8,1.022311,10.4,22.4,3094.4,2170.5,2170.5,0.0,0.019172,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,on_second,11242290515.6,1.787124,1134.3,1134.3,3781.9,2647.6,3725.4,5084300494.0,0.480609,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,ours_evict,6290717891.8,1.0,11.9,25.0,3361.6,2357.5,2357.5,0.0,0.021613,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,oracle_tax,6759611056.0,1.074537,87.8,87.8,289.9,202.1,202.1,0.0,0.053816,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,offline_taxblind,4598487515.769,0.730996,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=10,0.3,0.17,10,wiki_B,native,offline_opt_tax,4652665039.696,0.739608,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,always_compile_evict,8211662927.8,0.421158,99.5,153.4,4453.6,3668.0,4178.2,1513385519.1,0.329349,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,always_compile_evict_abandon,12598836757.8,0.646167,70.1,108.8,3502.4,2926.4,3303.0,1065509199.3,0.155002,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,on_second,22160642062.8,1.136571,1336.1,1336.1,4453.6,3668.0,4364.5,15471833868.4,0.751468,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,ours_evict,19497801224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,oracle_tax,7025839338.5,0.36034,97.8,97.8,324.8,227.0,227.0,0.0,0.176584,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,offline_taxblind,4998819414.797,0.256379,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,autorpa_233k,offline_opt_tax,6303965992.224,0.323317,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,always_reactive,19497801224.0,1.767985,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,always_compile_evict,4910164557.3,0.445235,8.0,28.2,4453.6,3117.5,3117.5,0.0,0.076553,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,always_compile_evict_abandon,10229975446.3,0.927614,5.8,21.3,3502.4,2447.1,2447.1,0.0,0.029131,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,on_second,21187748689.2,1.921223,1336.1,1336.1,4453.6,3117.5,4360.6,15466912870.5,0.785975,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,ours_evict,11028263287.7,1.0,5.5,18.8,3018.3,2106.2,2106.2,0.0,0.024855,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,oracle_tax,6956563499.7,0.630794,112.8,112.8,369.7,256.9,256.9,0.0,0.182469,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,offline_taxblind,4051924376.425,0.367413,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,bpi2019,native,offline_opt_tax,4275276411.491,0.387665,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,always_reactive,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,always_compile_evict,84279343.8,1.093101,13.5,13.8,55.3,49.4,49.6,253680.7,0.011585,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,always_compile_evict_abandon,83824411.0,1.087201,11.0,11.3,45.5,41.8,42.0,249613.0,0.01027,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,on_second,84316253.4,1.09358,14.7,14.7,55.3,49.4,49.6,283237.5,0.012018,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,ours_evict,77101119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,oracle_tax,75734999.1,0.982281,3.0,3.0,10.5,7.5,7.5,0.0,0.008167,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,offline_taxblind,74276661.743,0.963367,,,,,,,,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,autorpa_233k,offline_opt_tax,74720260.528,0.96912,,,,,,,,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,always_reactive,77101119.0,1.039637,0.0,0.0,0.0,0.0,0.0,0.0,0.005012,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,always_compile_evict,72089839.9,0.972065,9.2,11.0,55.3,40.6,40.6,0.0,0.012,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,always_compile_evict_abandon,73784644.9,0.994918,6.9,8.7,45.5,33.3,33.3,0.0,0.010295,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,on_second,72235913.1,0.974034,14.7,14.7,55.3,40.6,41.1,22322.3,0.014,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,ours_evict,74161567.5,1.0,6.3,8.1,42.0,30.7,30.7,0.0,0.009915,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,oracle_tax,72127692.0,0.972575,10.0,10.0,36.5,26.5,26.5,0.0,0.011814,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,offline_taxblind,54176421.157,0.730519,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,sepsis,native,offline_opt_tax,55630524.601,0.750126,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,always_reactive,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004586,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,always_compile_evict,1494199830.8,0.283992,30.6,72.5,755.3,610.5,667.9,99698307.8,0.125984,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,always_compile_evict_abandon,2991121114.4,0.568501,22.1,53.3,584.7,478.9,523.4,73954562.5,0.051491,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,on_second,2079253318.0,0.395189,225.4,225.4,755.3,610.5,712.1,566919671.5,0.371837,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,ours_evict,5261420180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004586,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,oracle_tax,1494319400.2,0.284014,41.5,41.5,143.2,101.7,101.7,0.0,0.131298,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,offline_taxblind,1227462064.363,0.233295,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,autorpa_233k,offline_opt_tax,1320362443.703,0.250952,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,always_reactive,5261420180.0,1.615997,0.0,0.0,0.0,0.0,0.0,0.0,0.004586,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,always_compile_evict,1198609508.5,0.368142,4.0,21.2,755.3,529.9,529.9,0.0,0.048092,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,always_compile_evict_abandon,2767374756.2,0.849974,2.2,15.5,584.7,407.0,407.0,0.0,0.018372,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,on_second,1914257277.7,0.587947,225.4,225.4,755.3,529.9,709.6,562741606.7,0.403878,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,ours_evict,3255835796.1,1.0,2.0,14.4,524.2,365.4,365.4,0.0,0.014538,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,oracle_tax,1463820390.6,0.449599,50.2,50.2,174.8,124.6,124.6,0.0,0.148894,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,offline_taxblind,1058101385.0,0.324986,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_A,native,offline_opt_tax,1082002478.584,0.332327,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,always_reactive,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,always_compile_evict,7720569542.5,1.047096,147.1,165.3,3781.9,3209.3,3600.0,739966336.2,0.136717,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,always_compile_evict_abandon,7768699881.5,1.053624,105.7,120.8,3094.4,2665.7,2965.9,557163015.5,0.101059,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,on_second,12068450352.5,1.636774,1134.3,1134.3,3781.9,3209.3,3739.0,5094252527.0,0.447711,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,ours_evict,7373315056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,oracle_tax,6796833138.8,0.921815,43.4,43.4,139.4,96.0,96.0,0.0,0.046068,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,offline_taxblind,6145468535.47,0.833474,,,,,,,,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,autorpa_233k,offline_opt_tax,6614495042.372,0.897086,,,,,,,,always_reactive
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,always_reactive,7373315056.0,1.130149,0.0,0.0,0.0,0.0,0.0,0.0,0.004991,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,always_compile_evict,6000217943.5,0.919687,15.4,30.4,3781.9,2647.6,2647.6,0.0,0.026887,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,always_compile_evict_abandon,6431071541.8,0.985726,10.4,22.4,3094.4,2170.5,2170.5,0.0,0.019172,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,on_second,11242290515.6,1.723168,1134.3,1134.3,3781.9,2647.6,3725.4,5084300494.0,0.480609,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,ours_evict,6524197211.1,1.0,8.2,20.0,2745.5,1923.3,1923.3,0.0,0.017195,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,oracle_tax,6759611056.0,1.036083,87.8,87.8,289.9,202.1,202.1,0.0,0.053816,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,offline_taxblind,4598487515.769,0.704836,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=3,0.3,0.17,3,wiki_B,native,offline_opt_tax,4652665039.696,0.71314,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,always_reactive,19497801224.0,1.536261,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,always_compile_evict,8211662927.8,0.647009,99.5,153.4,4453.6,3668.0,4178.2,1513385519.1,0.329349,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,always_compile_evict_abandon,12598836757.8,0.992682,70.1,108.8,3502.4,2926.4,3303.0,1065509199.3,0.155002,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,on_second,22160642062.8,1.746071,1336.1,1336.1,4453.6,3668.0,4364.5,15471833868.4,0.751468,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,ours_evict,12691720516.3,1.0,53.3,77.9,1467.1,1177.0,1379.2,643317602.2,0.108692,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,oracle_tax,7025839338.5,0.553577,97.8,97.8,324.8,227.0,227.0,0.0,0.176584,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,offline_taxblind,4998819414.797,0.393865,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,autorpa_233k,offline_opt_tax,6303965992.224,0.496699,,,,,,,,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,native,always_reactive,19497801224.0,2.968159,0.0,0.0,0.0,0.0,0.0,0.0,0.004751,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,native,always_compile_evict,4910164557.3,0.747476,8.0,28.2,4453.6,3117.5,3117.5,0.0,0.076553,always_compile_evict
p=0.3/q0=0.17/life=50,0.3,0.17,50,bpi2019,native,always_compile_evict_abandon,10229975446.3,1.557314,5.8,21.3,3502.4,2447.1,2447.1,0.0,0.029131,always_compile_evict
